Date,Close,High,Low,Open,Volume,One-day return,Five-day return,Twenty-day return,Five-day volatility,Twenty-day volatility,Sixty-day volatility,Downside volatility,Sixty-day moving average,Moving average,Distance from moving average,Drawdown,Recent drawdown,Recent high-low range,Volume change
2018-01-24,11359.400390625,11501.400390625,10639.7998046875,10903.400390625,9940989952,4.517684133384825,-2.1365679795133374,-27.179597361418207,8.353750059536152,7.081875760064709,,5.768505144987417,,13446.560009765624,-15.521885282368242,-35.18913453172249,-35.18913453172249,88.38389708291852,2.902305645986103
2018-01-25,11259.400390625,11785.7001953125,11057.400390625,11421.7001953125,8873169920,-0.8803281560753051,-12.712414567248864,-35.400324790584925,5.557358103958439,6.38473552971376,,5.77186282675405,,13138.055029296875,-14.299336046946188,-35.75968282863582,-35.75968282863582,88.38389708291852,-10.741586473338781
2018-01-26,11171.400390625,11656.7001953125,10470.2998046875,11256.0,9746199552,-0.7815691506385392,-3.6956511856461316,-36.26176532991955,3.63760958837423,6.363897881319878,,5.774508031661808,,12820.275048828125,-12.86146086509935,-36.26176532991955,-32.20250124132774,86.97146691220192,9.838982459157064
2018-01-27,11440.7001953125,11614.900390625,10989.2001953125,11174.900390625,7583269888,2.4106181433931617,4.659053611505137,-30.568162435484446,2.425857958821562,6.3658629178695465,,5.6171641737664935,,12568.430078125,-8.972718754868858,-34.72527988068409,-24.583882176737724,75.89225945931348,-22.192544411386994
2018-01-28,11786.2998046875,12040.2998046875,11475.2998046875,11475.2998046875,8350360064,3.020790716258781,8.445579672002811,-22.305719090969834,2.397708898336883,6.263195649914256,,5.329569420284823,,12399.240087890625,-4.943369745713177,-32.753467195255894,-21.28455344894842,64.82686596153178,10.115559479346325
2018-01-29,11296.400390625,11875.599609375,11179.2001953125,11755.5,7107359744,-4.156515803778071,-0.5546067383274456,-22.603011302924124,2.896927404739528,6.272174195302412,,5.34327191268792,,12234.290087890626,-7.666073720075827,-35.54857995877788,-24.55637342485736,59.73555104438175,-14.885589489234274
2018-01-30,10106.2998046875,11307.2001953125,10036.2001953125,11306.7998046875,8637859840,-10.535219581320588,-10.241225517636042,-32.50452514466017,5.559825721678314,6.548842229703663,,5.839528860640356,,11990.940087890625,-15.717202065802837,-42.338678583399904,-29.622848795754052,59.73555104438175,21.534017569492537
2018-01-31,10221.099609375,10381.599609375,9777.419921875,10108.2001953125,8041160192,1.1359232053877344,-8.50655019085601,-23.756137207113383,5.7291549836239035,6.2410276609052655,,5.349811408196469,,11831.705078125,-13.612623523956502,-41.68369025289553,-28.82341840393421,55.91414367240362,-6.907957052472846
2018-02-01,9170.5400390625,10288.7998046875,8812.2802734375,10237.2998046875,9959400448,-10.27834196380305,-19.84284281114309,-34.40524515906319,6.278695474132052,6.419998088106567,,5.822602320226998,,11591.202099609374,-20.88361534675037,-47.67763998937353,-36.139190858523165,66.35308393660083,23.855267277331716
2018-02-02,8830.75,9142.2802734375,7796.490234375,9142.2802734375,12726899712,-3.7052347802326024,-25.076146489265916,-38.505383769771115,4.9307019435644515,6.338042734215212,,5.881252929295346,,11314.72958984375,-21.953503794499895,-49.61630627032578,-36.100738615586,86.13246946304716,27.787809903313576
2018-02-03,9174.91015625,9430.75,8251.6298828125,8852.1201171875,7263790080,3.897292486481896,-18.780232295374788,-33.37997272545745,6.536542848805205,6.463152389808258,,5.809497136303408,,11084.87509765625,-17.23036953127317,-47.65270636018714,-33.61039750273381,85.28208932154217,-42.92569090372352
2018-02-04,8277.009765625,9334.8701171875,8031.22021484375,9175.7001953125,7073549824,-9.786476110758924,-18.100492508781898,-40.107600091156584,6.352432405144285,6.679322377644049,,6.207979760762776,,10807.735595703125,-23.415874747012467,-52.775661746876246,-35.83315523211416,77.55553067122803,-2.6190219417794647
2018-02-05,6955.27001953125,8364.83984375,6756.68017578125,8270.5400390625,9285289984,-15.968807377551098,-31.951841921668244,-39.46938758512467,7.556723745417478,6.5799756205414495,,6.08974028410953,,10580.974096679687,-34.266259836003044,-60.316825357840756,-46.079835073350075,93.92659796103118,31.26775402776889
2018-02-06,7754.0,7850.7001953125,6048.259765625,7051.75,13999800320,11.483809805022926,-15.446637090385707,-30.697314492308102,10.861945889395997,7.260482566935101,,6.061334629523775,,10409.244116210937,-25.508519990186095,-55.7596850573401,-39.88774588661891,116.64082740741866,50.77396983964781
2018-02-07,7621.2998046875,8509.1103515625,7236.7900390625,7755.490234375,9169280000,-1.7113772931712679,-13.695894406618914,-33.58286743025582,10.857731893995728,7.195486425925191,,6.073402514492452,,10216.564086914062,-25.402515563434093,-56.51680376169623,-40.91649335392873,116.64082740741866,-34.50420870002808
2018-02-08,8265.58984375,8558.76953125,7637.85986328125,7637.85986328125,9346750464,8.453807822469184,-9.910945142940353,-28.790344387310828,11.680263183482033,7.529179158984891,,6.073402514492452,,10049.473559570313,-17.751016560678302,-52.840817916642905,-35.92168724729405,116.64082740741866,1.9354896349549788
2018-02-09,8736.98046875,8736.98046875,7884.7099609375,8271.83984375,6784820224,5.703048831493129,5.557208655658363,-32.26726978061034,10.967306956954344,7.141407719620092,,6.073402514492452,,9841.362573242188,-11.221841450033631,-50.15130673389627,-25.87172722964982,113.21670844758098,-27.4098495500393
2018-02-10,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256,-1.3171607575021227,23.962123201739804,-25.673910733861895,5.879446716772464,6.862853853458729,,5.648144727448077,,9692.452612304687,-11.045214916197866,-50.807894159724995,-26.84811574879501,99.0704809525209,14.68189280058365
2018-02-11,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824,-5.705588715872301,4.848726010365612,-25.62736772668043,5.816526026818654,6.860819500667618,,5.645148000435866,,9552.381103515625,-14.890642168248247,-53.61459339964769,-31.021861402079733,99.0704809525209,-21.31832546915916
2018-02-12,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808,9.798315081177211,17.126612799167006,-17.866751392412894,6.651050319861336,7.292200346716416,,5.6436768714109915,,9455.289599609376,-5.591783112927806,-49.069605109259996,-24.263166045124397,99.0704809525209,2.1928425589438305
2018-02-13,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872,-3.6773444973354663,4.025359748694579,-24.306659906021533,6.552343538787892,7.212189211422839,,5.70326500844065,,9317.23505859375,-7.71608190369898,-50.94249118324585,-27.048270341020107,99.0704809525209,-8.946300982298204
2018-02-14,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904,10.424378247495735,8.67175355115446,-15.673752123442686,7.654250096813987,7.661763220648429,,5.6998669171643455,,9228.996533203124,2.8782473658290675,-45.82855090538883,-19.44350610327752,99.0704809525209,38.84867224870276
2018-02-15,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288,7.075267978887334,17.913684107037554,-8.996186376449211,7.691245283964754,7.849192311952895,,5.697187056479986,,9178.746533203124,10.76022585272558,-41.99577571389855,-13.743918285688384,99.0704809525209,14.573282299601642
2018-02-16,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744,0.6639518158486624,25.87869475757587,-10.548303723420283,6.139008412294961,7.8286355028980505,,5.697187056479986,,9118.40654296875,12.23342962829852,-41.61065561348206,-13.171219464866313,99.0704809525209,-19.491009009239068
2018-02-17,11112.7001953125,11139.5,10149.400390625,10207.5,8660880384,8.58714440383399,24.490143540921117,-5.71510669622628,5.915096867718786,8.04727552054411,,5.697187056479986,,9084.7265625,22.322891270977642,-36.59667829455982,-1.6261834651767004,96.3473803964144,18.70464309834059
2018-02-18,10551.7998046875,11349.7998046875,10326.0,11123.400390625,8744009728,-5.047381651325356,22.71946850017872,-6.591485430663835,6.406556161909417,8.074025635310182,,5.733054356263948,,9047.496533203124,16.626734986454885,-39.79688592065099,-5.047381651325356,87.65397394459731,0.9598255640797415
2018-02-19,11225.2998046875,11273.7998046875,10513.2001953125,10552.599609375,7652089856,6.382797366007709,18.227881899935007,11.072301649719375,5.658351522483219,7.796453316659767,,5.226697778764811,,9103.446533203125,23.308241156196296,-35.95424314093969,0.0,87.65397394459731,-12.487633316594593
2018-02-20,11403.7001953125,11958.5,11231.7998046875,11231.7998046875,9926540288,1.589270609507487,12.170480771429016,11.570189423188815,5.3214633733313255,7.798077806007837,,5.226697778764811,,9162.5765625,24.459535126667586,-34.936382750542016,0.0,97.7180290430906,29.72325828370408
2018-02-21,10690.400390625,11418.5,10479.099609375,11372.2001953125,9405339648,-6.2549855965233325,4.4606648743443555,16.57329170461672,6.634737268678972,7.543828299411582,,4.898203368066396,,9238.569580078125,15.714887439691694,-39.00610263807269,-6.2549855965233325,97.7180290430906,-5.250576987332323
2018-02-22,10005.0,11039.099609375,9939.08984375,10660.400390625,8040079872,-6.411363144322124,-9.967876176302715,13.297285055063268,5.70070981705273,7.656919451527733,,5.035994128722085,,9297.282080078125,7.612094737217312,-42.91664289382096,-12.265318899627308,97.7180290430906,-14.51579450711613
2018-02-23,10301.099609375,10487.2998046875,9734.5595703125,9937.0703125,7739500032,2.959516335582202,-2.3758998460255976,12.274664644621435,5.737010564790686,7.6405101681236385,,5.035994128722085,,9353.591552734375,10.129884882172725,-41.22725161536487,-9.668796680490821,97.7180290430906,-3.7385180842143706
2018-02-24,9813.0703125,10597.2001953125,9546.9697265625,10287.7001953125,6917929984,-4.7376427311783935,-12.580773046237715,18.558157962485033,4.497469904133169,7.347973299772762,,4.657761701033548,,9430.394580078126,4.0578973570234655,-44.0116944571233,-13.94836636854352,97.7180290430906,-10.615285801448525
2018-02-25,9664.73046875,9923.2197265625,9407.0595703125,9796.419921875,5706939904,-1.511655771599263,-15.249170854888883,38.955503404041146,3.962319340703547,6.200462031928459,,3.0097938084092877,,9565.867602539063,1.0334960749895261,-44.858044909282825,-15.249170854888883,97.7180290430906,-17.505093037958098
2018-02-26,10366.7001953125,10475.0,9501.73046875,9669.4296875,7287690240,7.263210586495439,-3.0279520269078986,33.69486968419526,5.616052862289772,5.920365748157972,,3.0097938084092877,,9696.502612304688,6.9117455004585215,-40.85296858953329,-9.093539660278505,65.24591615137116,27.698738073131814
2018-02-27,10725.599609375,10878.5,10246.099609375,10393.900390625,6966179840,3.462041028492213,7.202394896301856,40.73189461433064,4.668292345323057,5.879739591969202,,2.985367340405494,,9851.717602539062,8.870351771052732,-38.80527409496777,-5.946320705767361,56.568727550109685,-4.411691350921087
2018-02-28,10397.900390625,11089.7998046875,10393.099609375,10687.2001953125,6936189952,-3.0552997565149287,0.9397130881241278,25.797439592134364,4.95987709871904,5.765091565068588,,3.062541589475608,,9958.333129882812,4.414064633197912,-40.6749564065442,-8.81994254023738,51.66696123566887,-0.4305069448221399
2018-03-01,10951.0,11052.2998046875,10352.7001953125,10385.0,7317279744,5.319339372337972,11.59606169386651,25.340786089301638,4.424592187193862,5.7503205085437905,,3.062541589475608,11363.655550130208,10069.034106445313,8.759190645606507,-37.51925600502083,-3.969765844059836,50.77983952735514,5.49422369683108
2018-03-02,11086.400390625,11189.0,10850.099609375,10977.400390625,7620590080,1.2364203326180156,14.709876560674262,28.58418548513699,3.981982716208892,5.717633568154371,6.668305354506987,3.048346332720842,11320.80888671875,10192.259106445312,8.772748758067351,-36.746731382295884,-2.7824285034950824,50.77983952735514,4.1451242348456985
2018-03-03,11489.7001953125,11528.2001953125,11002.400390625,11101.900390625,6690570240,3.6377885560451295,10.832762391525375,41.32524341029607,3.2367023814384934,5.48179755032397,6.561979418363256,2.768524559124975,11262.602229817709,10360.24560546875,10.901812880261797,-34.44571121519655,0.0,46.884512202457906,-12.204039716567461
2018-03-04,11512.599609375,11512.599609375,11136.099609375,11497.400390625,6084149760,0.19930384320943073,7.337585110972267,28.970021030963554,3.2273927522286736,5.1634829424578355,6.558504489965439,2.768524559124975,11201.128889973957,10489.5470703125,9.753066859845095,-34.31505899825983,0.0,41.430158667827776,-9.06380858801058
2018-03-05,11573.2998046875,11704.099609375,11443.900390625,11532.400390625,6468539904,0.5272501204946822,11.304199597086617,34.599710676233265,2.2093890766106834,5.029512135213735,6.548563360376399,2.6435932188735025,11134.030550130208,10638.29658203125,8.789031358982125,-33.96873506768129,0.0,39.053620366650385,6.317894186746642
2018-03-06,10779.900390625,11500.099609375,10694.2998046875,11500.099609375,6832169984,-6.855429544313296,-1.5624108243539436,13.536815270062718,3.9294411836911296,4.919635511319598,6.4087504436686675,3.0558846213046307,11023.203889973958,10702.560107421876,0.7226334860711559,-38.49546191233525,-6.855429544313296,27.27793175689117,5.6215171491040605
2018-03-07,9965.5703125,10929.5,9692.1201171875,10803.900390625,8797910016,-7.554152159264859,-10.109954887366401,-1.975429556268471,4.935382034865079,5.016528525545367,6.469378345312125,3.4916602871689055,10897.180061848958,10692.518603515626,-6.798662859250115,-43.14160830433046,-13.89171212462954,27.12261372022695,28.77182559279836
2018-03-08,9395.009765625,10147.400390625,9335.8701171875,9951.4404296875,7186089984,-5.72531755818666,-18.23102773858346,-8.19717402925365,3.931358909276118,5.1743219819654716,6.465854228371543,3.7189588083355356,10779.136897786459,10650.574072265625,-11.788700760366966,-46.39693178738518,-18.82168504941204,28.091970538281075,-18.320487809817575
2018-03-09,9337.5498046875,9466.349609375,8513.0302734375,9414.6904296875,8704190464,-0.6116008644050375,-18.892777291727427,-15.974068942971975,3.7326205396796523,4.732827407501174,6.3961282926304905,3.7214724772546033,10681.927734375,10561.816552734375,-11.591441130739222,-46.72476861592115,-19.318172325359274,40.472894091697434,21.125542309936087
2018-03-10,8866.0,9531.3203125,8828.4697265625,9350.58984375,5386319872,-5.050037906633486,-23.392635206693345,-15.97641952928831,2.721491034554974,4.73295410585629,6.408850081666421,3.7216526524083995,10586.437727864582,10477.5265625,-15.38079195396933,-49.415187995663835,-23.392635206693345,40.472894091697434,-38.118083533701494
2018-03-11,9578.6298828125,9711.8896484375,8607.1201171875,8852.7802734375,6296370176,8.03778347408639,-11.14361417344092,-14.66927343167599,6.2560146732071935,4.876685474954376,6.49315207678742,3.7216526524083995,10496.5265625,10395.19306640625,-7.855199786838063,-45.34929033598163,-17.23510109940386,40.472894091697434,16.895585958991475
2018-03-12,9205.1201171875,9937.5,8956.4296875,9602.9296875,6457399808,-3.8994070153520632,-7.630774471167523,-19.279532436574655,5.655951640479098,4.896847778512761,6.377073962758521,3.8224294916646033,10426.515234375,10285.2640625,-10.501859152558835,-47.480343942560054,-20.462441373382745,37.4845294030532,2.5574994401345696
2018-03-13,9194.849609375,9470.3798828125,8958.1904296875,9173.0400390625,5991139840,-0.1115738597840088,-2.1304943926972575,-13.989661066030145,5.127528341894438,4.736705198563948,6.347244381729161,3.557435510929321,10346.752734375,10210.4865234375,-9.946998232955618,-47.53894214996862,-20.551184497520435,37.4845294030532,-7.220552882947651
2018-03-14,8269.8095703125,9355.849609375,8068.58984375,9214.650390625,6438230016,-10.060415105858134,-11.434908050921333,-17.343232680534737,6.744797265977592,5.031644398818504,6.451205608814533,3.9573559545625008,10245.246223958333,10123.727001953124,-18.312598031169316,-52.81674233860615,-28.544065133757247,45.057560689382385,7.462522790988624
2018-03-15,8300.8603515625,8428.349609375,7783.0498046875,8290.759765625,6834429952,0.37547153880626016,-6.374234699272496,-19.41772561826398,6.610102232747815,4.962005349296322,6.437200780937049,3.9573559545625008,10154.060563151043,10023.7150390625,-17.18778597342423,-52.639582635005986,-28.275768435546567,50.37934875254131,6.153864261068365
2018-03-16,8338.349609375,8585.150390625,8005.31005859375,8322.91015625,5289379840,0.45163099033997955,-12.948410039968328,-15.028127346101694,4.519194162677099,4.888975064850563,6.437484507820668,3.812925808181548,10062.703059895834,9949.97900390625,-16.197314525975802,-52.425688313031316,-27.951839578218284,50.37934875254131,-22.606861477128216
2018-03-17,7916.8798828125,8346.5302734375,7812.81982421875,8321.91015625,4426149888,-5.054594090041897,-13.994822641908167,-18.08483528422248,4.627344372977684,4.983352531747449,6.105088621065255,3.962523707293215,10003.142724609375,9862.586474609376,-19.728157484915123,-54.83037665993895,-31.593581636881563,50.37934875254131,-16.320059782282527
2018-03-18,8223.6796875,8245.509765625,7397.990234375,7890.52001953125,6639190016,3.8752615832098325,-10.562107735669791,-20.67215668860094,5.487231536856396,4.744047967875306,6.12317866175885,3.962523707293215,9953.727392578125,9755.43544921875,-15.701562166980654,-53.07993559936099,-28.942653985605848,58.206475523467496,49.99921340214677
2018-03-19,8630.650390625,8675.8701171875,8182.39990234375,8344.1201171875,6729110016,4.948766471821564,4.363351020897377,-19.532234047958053,3.9107602593843063,4.8292340078193705,6.149973765404863,3.962523707293215,9906.323225911457,9650.68798828125,-10.56958425031328,-50.75797118374508,-25.42619187027927,58.206475523467496,1.3543820825025144
2018-03-20,8913.4697265625,9051.01953125,8389.8896484375,8619.669921875,6361789952,3.276917997335538,7.38007084873662,-14.276253938736506,4.023526928797039,4.892377315098008,6.164483332242975,3.903184763850253,9861.424381510416,9576.466455078125,-6.9231874995401625,-49.14435027921207,-22.982469330377985,58.206475523467496,-5.458672292868039
2018-03-21,8929.2802734375,9177.3701171875,8846.330078125,8937.48046875,6043129856,0.1773781407242936,7.086901985952987,-18.461507867432204,4.043206109999275,4.69312205281901,5.981249364448467,3.903184763850253,9795.259049479168,9475.38046875,-5.76335902408932,-49.05414347328407,-22.84585706644444,58.206475523467496,-5.008969148687791
2018-03-22,8728.4697265625,9100.7099609375,8564.900390625,8939.4404296875,5530390016,-2.2488995834565095,10.251385088107213,-21.26867676596308,2.9672071984189596,4.673937429508444,5.851444343212068,3.935445180354606,9747.398551432292,9357.483935546876,-6.722044230232649,-50.19986462850174,-24.580976265496613,58.206475523467496,-8.484673541987842
2018-03-23,8879.6201171875,8879.6201171875,8360.6201171875,8736.25,5954120192,1.7316940467241304,7.976240011932001,-22.71669437632363,2.7784397335104023,4.591309814088472,5.812741143157177,3.935445180354606,9713.202213541666,9226.979931640624,-3.7646100568830554,-49.33747864901296,-23.274949521388766,58.206475523467496,7.661849793126785
2018-03-24,8668.1201171875,8996.1796875,8665.7001953125,8901.9501953125,5664600064,-2.3818586517076135,0.43414719478385155,-24.70753425552269,2.471718142666036,4.586817534898206,5.819510802359621,3.9713211025315016,9676.530875651042,9084.75595703125,-4.586098314741072,-50.54418829698466,-25.102431774240596,58.206475523467496,-4.862517360482599
2018-03-25,8495.7802734375,8682.009765625,8449.099609375,8612.8095703125,4569880064,-1.9882032253830673,-4.68604781233809,-26.59154764143863,1.8219061393157316,4.568308426580863,5.79051442232308,3.9961279887765357,9628.803873697916,8930.87998046875,-4.871857062045226,-51.52747034040337,-21.188694091959704,55.44896985588621,-19.325636190226902
2018-03-26,8209.400390625,8530.080078125,7921.43017578125,8498.4697265625,5921039872,-3.3708485106174635,-8.062014639119042,-23.845303823359043,1.9625137112451676,4.414492221342942,5.803540465494772,3.7666064534150125,9577.970540364584,8802.35498046875,-6.736317623629551,-53.161405884492495,-17.622372496556505,47.736069577595906,29.566636084040553
2018-03-27,7833.0400390625,8232.7802734375,7797.27978515625,8200.0,5378250240,-4.584504758621555,-10.258724788550577,-21.398978749491416,2.3748623744181443,4.2380282529516915,5.8289615457785775,3.51922542993945,9522.331201171875,8695.728466796874,-9.920829876742355,-55.30872346058937,-18.223794687820792,37.16428474688676,-9.167133539613491
2018-03-28,7954.47998046875,8122.89013671875,7809.169921875,7836.830078125,4935289856,1.5503551724572073,-10.418690490238847,-15.332924830232141,2.3016148645108285,4.1320018039344815,5.822933723642561,3.2781068575671055,9464.22753092448,8623.701977539062,-7.760263501838772,-54.61584994312347,-16.9559730589242,34.327022409749695,-8.236143062023082
2018-03-29,7165.7001953125,7994.330078125,7081.3798828125,7979.06982421875,6361229824,-9.916170347942321,-17.332707687055937,-23.259309506276693,4.1839178101430825,4.611912639974434,5.9313054556749405,3.9552248364956397,9387.217537434895,8515.109497070312,-15.847233699368013,-59.1162195737291,-25.19076023419239,40.33281880724551,28.892729902508883
2018-03-30,6890.52001953125,7276.66015625,6683.93017578125,7171.4501953125,6289509888,-3.840241264367461,-18.894794853925067,-22.281524706392396,4.079378131851446,4.566635950689596,5.928276835536642,3.8866479146866046,9313.786197916666,8416.335498046876,-18.129214060795363,-60.686255380092135,-28.06361552923852,48.677495704665354,-1.1274539355489277
2018-03-31,6973.52978515625,7207.85009765625,6863.52001953125,6892.47998046875,4553269760,1.2046952245941878,-15.054334624488453,-27.19700134077353,4.726695974292193,4.0717401494948735,5.788421911331145,3.8866479146866046,9261.573364257812,8286.080493164063,-15.840429127989463,-60.212644576046955,-24.24292462913653,48.677495704665354,-27.605332671670336
2018-04-01,6844.22998046875,7060.9501953125,6526.8701171875,7003.06005859375,4532100096,-1.854151465198095,-12.62357978080878,-25.64757555211662,4.672200110314916,4.033632950568711,5.7874090894847425,3.8102043438592244,9205.292203776042,8168.035986328125,-16.207151977234137,-60.950362409603756,-25.564525019632466,45.098335232284214,-0.46493322635907663
2018-04-02,7083.7998046875,7135.47021484375,6816.580078125,6844.85986328125,4333440000,3.5003181497758717,-10.945783733431957,-22.95904657902278,5.1583204597559185,4.172398137031637,5.664887871926431,3.810122662809473,9170.513199869793,8062.48349609375,-12.138737299498581,-59.58350085760541,-20.66774042517031,43.343584924998304,-4.383400449944519
2018-04-03,7456.10986328125,7530.93994140625,7072.490234375,7102.259765625,5499700224,5.2557958843978625,4.05277446799579,-9.839400775954044,3.737371293321705,3.856149575582951,5.690852924668094,3.075132046034027,9147.60253092448,8021.798510742187,-7.051892997604092,-57.45929215906174,-16.498198791436568,40.60905077642527,26.913035002215334
2018-04-04,6853.83984375,7469.8798828125,6803.8798828125,7456.41015625,4936000000,-8.077536819799569,-0.5323281214956177,-17.43217505809651,5.2443116144341415,4.208669802183666,5.757146588812983,3.5663380594534653,9108.918025716146,7949.447485351562,-13.782186040230304,-60.89553349831689,-23.243087529254126,40.60905077642527,-10.249653636394275
2018-04-05,6811.47021484375,6933.81982421875,6644.7998046875,6848.64990234375,5639320064,-0.6181881962836755,-2.323924544747158,-18.311530051636883,5.203333935130239,4.197810041511669,5.621717192468035,3.569015968948238,9084.492366536459,7873.103515625,-13.484305124076258,-61.13727269445,-23.717589701980067,40.60905077642527,14.248785737439217
2018-04-06,6636.31982421875,6857.490234375,6575.0,6815.9599609375,3766810112,-2.5714036045156208,-3.0377435714946666,-16.17505984111036,5.264395808067963,4.104798267863631,5.236320409831806,3.433807615565992,9079.176529947918,7809.075512695313,-15.017855654872324,-62.13659026519798,-25.679118349994745,40.60905077642527,-33.20453407058117
2018-04-07,6911.08984375,7050.5400390625,6630.509765625,6630.509765625,3976610048,4.1403974915207975,-2.4380977116718383,-15.961101278605705,5.392287924593004,4.121076220683368,5.047083229621683,3.433807615565992,9065.12802734375,7743.446020507812,-10.749170002004183,-60.568894598334,-22.601938430481795,40.60905077642527,5.569697695448905
2018-04-08,7023.52001953125,7111.56005859375,6919.97998046875,6919.97998046875,3652499968,1.6268081926749334,-5.801816921721537,-18.621196530443264,4.636281916601642,3.940895462862316,5.047043778520936,3.433807615565992,9055.16503092448,7663.089501953125,-8.346104821806733,-59.927426145197416,-21.34282042389728,40.60905077642527,-8.15041143304982
